No;Nama  Kelurahan;Luas Wialayah;Jumlah KK;Jml Penduduk (Jiwa) L;Jml Penduduk (Jiwa) P;Jml Penduduk (Datang)  L;Jml Penduduk (Datang)  P;Jml Penduduk (Pindah)  L;Jml Penduduk (Pindah)  P;Jml Penduduk (Lahir) ;Jml Penduduk (Meninggal) ;Jml Penduduk (Islam)  L;Jml Penduduk (Islam)  P;Jml Penduduk (Kristen)  L;Jml Penduduk (Kristen)  P;Jml Penduduk (Katolik)  L;Jml Penduduk (Katolik)  P;Jml Penduduk (Hindu)  L;Jml Penduduk (Hindu)  P;Jml Penduduk (Budha)  L;Jml Penduduk (Budha)  P;Jml Penduduk (Kong Hu Chu)  L;Jml Penduduk (Kong Hu Chu)  P;Jml Penduduk (Baha'i)  L;Jml Penduduk (Baha'i)  P;bulan;tahun;ket;created_at;user_id
1;DANGERAKKO;1,97 Km2;1030;1796;2562;0;0;8;4;5;4;1204;2319;251;292;67;52;15;20;41;55;2;4;1;0;10;2022;;07/10/2022;7
